t_day,time_label,price_cny_per_kwh
0,00:00-00:15,0.6799999999999998
1,00:15-00:30,0.6799999999999998
2,00:30-00:45,0.6799999999999998
3,00:45-01:00,0.6799999999999998
4,01:00-01:15,0.6799999999999998
5,01:15-01:30,0.6799999999999998
6,01:30-01:45,0.6799999999999998
7,01:45-02:00,0.6799999999999998
8,02:00-02:15,0.6799999999999998
9,02:15-02:30,0.6799999999999998
10,02:30-02:45,0.6799999999999998
11,02:45-03:00,0.6799999999999998
12,03:00-03:15,0.6799999999999998
13,03:15-03:30,0.6799999999999998
14,03:30-03:45,0.6799999999999998
15,03:45-04:00,0.6799999999999998
16,04:00-04:15,0.6799999999999998
17,04:15-04:30,0.6799999999999998
18,04:30-04:45,0.6799999999999998
19,04:45-05:00,0.6799999999999998
20,05:00-05:15,0.6799999999999998
21,05:15-05:30,0.6799999999999998
22,05:30-05:45,0.6799999999999998
23,05:45-06:00,0.6799999999999998
24,06:00-06:15,0.6799999999999998
25,06:15-06:30,0.6799999999999998
26,06:30-06:45,0.6799999999999998
27,06:45-07:00,0.6799999999999998
28,07:00-07:15,0.6799999999999998
29,07:15-07:30,0.6799999999999998
30,07:30-07:45,0.6799999999999998
31,07:45-08:00,0.6799999999999998
32,08:00-08:15,0.6799999999999998
33,08:15-08:30,0.6799999999999998
34,08:30-08:45,0.6799999999999998
35,08:45-09:00,0.6799999999999998
36,09:00-09:15,0.6799999999999998
37,09:15-09:30,0.6799999999999998
38,09:30-09:45,0.6799999999999998
39,09:45-10:00,0.6799999999999998
40,10:00-10:15,0.6799999999999998
41,10:15-10:30,0.6799999999999998
42,10:30-10:45,0.6799999999999998
43,10:45-11:00,0.6799999999999998
44,11:00-11:15,0.6799999999999998
45,11:15-11:30,0.6799999999999998
46,11:30-11:45,0.6799999999999998
47,11:45-12:00,0.6799999999999998
48,12:00-12:15,0.6799999999999998
49,12:15-12:30,0.6799999999999998
50,12:30-12:45,0.6799999999999998
51,12:45-13:00,0.6799999999999998
52,13:00-13:15,0.6799999999999998
53,13:15-13:30,0.6799999999999998
54,13:30-13:45,0.6799999999999998
55,13:45-14:00,0.6799999999999998
56,14:00-14:15,0.6799999999999998
57,14:15-14:30,0.6799999999999998
58,14:30-14:45,0.6799999999999998
59,14:45-15:00,0.6799999999999998
60,15:00-15:15,0.6799999999999998
61,15:15-15:30,0.6799999999999998
62,15:30-15:45,0.6799999999999998
63,15:45-16:00,0.6799999999999998
64,16:00-16:15,0.6799999999999998
65,16:15-16:30,0.6799999999999998
66,16:30-16:45,0.6799999999999998
67,16:45-17:00,0.6799999999999998
68,17:00-17:15,0.6799999999999998
69,17:15-17:30,0.6799999999999998
70,17:30-17:45,0.6799999999999998
71,17:45-18:00,0.6799999999999998
72,18:00-18:15,0.6799999999999998
73,18:15-18:30,0.6799999999999998
74,18:30-18:45,0.6799999999999998
75,18:45-19:00,0.6799999999999998
76,19:00-19:15,0.6799999999999998
77,19:15-19:30,0.6799999999999998
78,19:30-19:45,0.6799999999999998
79,19:45-20:00,0.6799999999999998
80,20:00-20:15,0.6799999999999998
81,20:15-20:30,0.6799999999999998
82,20:30-20:45,0.6799999999999998
83,20:45-21:00,0.6799999999999998
84,21:00-21:15,0.6799999999999998
85,21:15-21:30,0.6799999999999998
86,21:30-21:45,0.6799999999999998
87,21:45-22:00,0.6799999999999998
88,22:00-22:15,0.6799999999999998
89,22:15-22:30,0.6799999999999998
90,22:30-22:45,0.6799999999999998
91,22:45-23:00,0.6799999999999998
92,23:00-23:15,0.6799999999999998
93,23:15-23:30,0.6799999999999998
94,23:30-23:45,0.6799999999999998
95,23:45-00:00,0.6799999999999998
